address,type,zip_code,city,price,living_area,plot_size,rooms,href
Spinozaweg 1,woonhuis,2202 AV,Noordwijk (ZH),3950000,636 ,880 ,9,/en/koop/noordwijk-zh/huis-88858393-spinozaweg-1/
Cordesstraat 4,woonhuis,6814 JG,Arnhem,2500000,435 ,1805 ,10,/en/koop/arnhem/huis-42405412-cordesstraat-4/
Prins Bernhardstraat 3 2 laags,woonhuis,5802 BL,Venray,725000,187 ,438 ,3,/en/koop/venray/huis-42405950-prins-bernhardstraat-3-2-laags/
Danslaan 179,woonhuis,1326 PK,Almere,450000,145 ,188 ,5,/en/koop/almere/huis-88869643-danslaan-179/
Meeleweg 10,woonhuis,7711 EM,Nieuwleusen,425000,177 ,620 ,6,/en/koop/nieuwleusen/huis-42405895-meeleweg-10/
Steenhovensedijk 17 a,woonhuis,4508 KA,Waterlandkerkje,0,124 ,4100 ,3,/en/koop/waterlandkerkje/huis-88862990-steenhovensedijk-17-a/
Promenadepark Blok B,woonhuis,6411,Heerlen,465000,146 ,,2,/en/koop/heerlen/huis-42409171-promenadepark-blok-b/
Schinkelstraat (Bouwnr. 110),woonhuis,6411 LN,Heerlen,480000,146 ,50 ,5,/en/koop/heerlen/huis-42400609-schinkelstraat-bouwnr-110/
Sint Franciscusweg 1,woonhuis,6411 GH,Heerlen,389000,208 ,293 ,7,/en/koop/heerlen/huis-42402123-sint-franciscusweg-1/
Liesmortel 4,woonhuis,5435 XJ,Sint Agatha,425000,133 ,1475 ,4,/en/koop/sint-agatha/huis-42402256-liesmortel-4/
Eurenderweg 14,woonhuis,6417 SG,Heerlen,450000,165 ,2216 ,4,/en/koop/heerlen/huis-42403024-eurenderweg-14/
Marialaan 33 37,woonhuis,5724 AB,Ommel,875000,178 ,1492 ,11,/en/koop/ommel/huis-42404889-marialaan-33-37/
Silohof (Bouwnr. 3),woonhuis,5926 RD,Venlo,505050,137 ,261 ,3,/en/koop/venlo/huis-42418322-silohof-bouwnr-3/
Springbeekweg (Bouwnr. 6),woonhuis,5926 RD,Venlo,782250,244 ,450 ,6,/en/koop/venlo/huis-42418321-springbeekweg-bouwnr-6/
Leeuwarderkade 20,woonhuis,8603 CB,Sneek,469500,126 ,183 ,6,/en/koop/sneek/huis-42419835-leeuwarderkade-20/
Burgemeester Meslaan 14,woonhuis,4002 AC,Tiel,1500000,224 ,1262 ,5,/en/koop/tiel/huis-42412721-burgemeester-meslaan-14/
Ambachtenstraat 9 -11,woonhuis,1191 JM,Ouderkerk aan de Amstel,950000,151 ,536 ,7,/en/koop/ouderkerk-aan-de-amstel/huis-42412040-ambachtenstraat-9-11/
Linnerpark Brummelhuis (Bouwnr. 13),woonhuis,6067 JH,Linne,589800,160 ,599 ,7,/en/koop/linne/huis-42413533-linnerpark-brummelhuis-bouwnr-13/
Hoogstratensebaan 14,woonhuis,5111 ER,Baarle-Nassau,995000,644 ,8640 ,10,/en/koop/baarle-nassau/huis-42413213-hoogstratensebaan-14/
Maria van Nassaulaan 176,woonhuis,7041 EE,'s-Heerenberg,1000000,539 ,990 ,7,/en/koop/s-heerenberg/huis-42414578-maria-van-nassaulaan-176/
St. Annastraat 42,woonhuis,4524 JE,Sluis,1375000,149 ,585 ,5,/en/koop/sluis/huis-88878239-st-annastraat-42/
Kerkplein 15,woonhuis,4373 AA,Biggekerke,395000,75 ,480 ,2,/en/koop/biggekerke/huis-41233306-kerkplein-15/
Scharenburgsestraat 11,woonhuis,6655 KE,Puiflijk,2450000,406 ,14247 ,10,/en/koop/puiflijk/huis-88889349-scharenburgsestraat-11/
Ootmarsumsestraat 378,woonhuis,7603 AW,Almelo,199000,68 ,140 ,4,/en/koop/almelo/huis-42425843-ootmarsumsestraat-378/
Vismarktstraat 10,woonhuis,4931 AZ,Geertruidenberg,849000,252 ,231 ,6,/en/koop/geertruidenberg/huis-42426641-vismarktstraat-10/
Zuideropgaande 1,woonhuis,7913 TH,Hollandscheveld,759500,460 ,1338 ,9,/en/koop/hollandscheveld/huis-42428159-zuideropgaande-1/
Eind 21,woonhuis,6034 SM,Nederweert-Eind,595000,114 ,10456 ,6,/en/koop/nederweert-eind/huis-42421342-eind-21/
's-Gravenweg 532,woonhuis,3065 SG,Rotterdam,2595000,322 ,1094 ,7,/en/koop/rotterdam/huis-42421802-s-gravenweg-532/
Pastoor Lathouwersstraat 18,woonhuis,5473 GR,Heeswijk-Dinther,560000,228 ,398 ,9,/en/koop/heeswijk-dinther/huis-42423164-pastoor-lathouwersstraat-18/
Hommelsedijk 2 A,woonhuis,5473 RG,Heeswijk-Dinther,1595000,216 ,5135 ,8,/en/koop/heeswijk-dinther/huis-88890431-hommelsedijk-2-a/
Eerlandsestraat 10,woonhuis,7045 AZ,Azewijn,1250000,310 ,21440 ,7,/en/koop/azewijn/huis-42436175-eerlandsestraat-10/
Korte Bunder 12,woonhuis,4741 PA,Hoeven,1650000,285 ,2010 ,6,/en/koop/hoeven/huis-88892074-korte-bunder-12/
Geleenstraat 53,woonhuis,6411 HR,Heerlen,349000,170 ,142 ,8,/en/koop/heerlen/huis-42437910-geleenstraat-53/
Papaverstraat 21,woonhuis,1131 HK,Volendam,325000,117 ,160 ,4,/en/koop/volendam/huis-42438067-papaverstraat-21/
Korte Kerkstraat 22,woonhuis,4531 CL,Terneuzen,825000,316 ,602 ,8,/en/koop/terneuzen/huis-88894555-korte-kerkstraat-22/
Rijksweg 51,woonhuis,5953 AB,Reuver,1150000,611 ,1295 ,10,/en/koop/reuver/huis-42430020-rijksweg-51/
Burloseweg 38,woonhuis,7107 AP,Winterswijk Kotten,1145000,383 ,11440 ,9,/en/koop/winterswijk-kotten/huis-88895197-burloseweg-38/
Prins Bernhardlaan 25,woonhuis,7622 BD,Borne,1900000,400 ,22586 ,14,/en/koop/borne/huis-42431596-prins-bernhardlaan-25/
Prins Bernhardlaan 25,woonhuis,7622 BD,Borne,1900000,400 ,22586 ,14,/en/koop/borne/huis-88895554-prins-bernhardlaan-25/
Boord 9,woonhuis,5674 NB,Nuenen,1795000,244 ,2116 ,7,/en/koop/nuenen/huis-42432858-boord-9/
Kleine Matenweg 4,woonhuis,6903 PD,Zevenaar,799000,246 ,3550 ,8,/en/koop/zevenaar/huis-42434304-kleine-matenweg-4/
Kievitstraat 7,woonhuis,3471 XC,Kamerik,400000,153 ,297 ,7,/en/koop/kamerik/huis-42445999-kievitstraat-7/
Leeuwarderstraatweg 134,woonhuis,8441 PH,Heerenveen,949000,298 ,11620 ,15,/en/koop/heerenveen/huis-42434157-leeuwarderstraatweg-134/
Bataafse Kamp - Parkwoning (Bouwnr. 42),woonhuis,7551 EJ,Hengelo (OV),480000,125 ,7467 ,4,/en/koop/hengelo-ov/huis-42447879-bataafse-kamp-parkwoning-bouwnr-42/
Hustenweg 99 UNIT,woonhuis,5398 KH,Maren-Kessel,695000,1000 ,18350 ,1,/en/koop/maren-kessel/huis-88802229-hustenweg-99-unit/
Laan van Napoleon 15,woonhuis,7101 PK,Winterswijk,2950000,750 ,3782 ,8,/en/koop/winterswijk/huis-42448185-laan-van-napoleon-15/
Laan van Napoleon 15,woonhuis,7101 PK,Winterswijk,2950000,750 ,3782 ,7,/en/koop/winterswijk/huis-42448122-laan-van-napoleon-15/
Kostverlorenstraat 105,woonhuis,2042 PE,Zandvoort,2895000,782 ,3098 ,12,/en/koop/zandvoort/huis-42441468-kostverlorenstraat-105/
Julianahof 1 2 laags,woonhuis,5802 DD,Venray,775000,225 ,418 ,4,/en/koop/venray/huis-42440308-julianahof-1-2-laags/
Greate S¨²dein 33,woonhuis,8624 TV,Uitwellingerga,1770000,913 ,7447 ,15,/en/koop/uitwellingerga/huis-42448106-greate-sudein-33/
Birstum 9,woonhuis,8494 MZ,Nes (Gem. Heerenveen),850000,216 ,22450 ,5,/en/koop/nes-gem-heerenveen/huis-42442748-birstum-9/
Julianahof 1,woonhuis,5802 DD,Venray,775000,225 ,418 ,4,/en/koop/venray/huis-42441310-julianahof-1/
Brunssummerstraat 26 a,woonhuis,6451 CS,Schinveld,342500,190 ,650 ,6,/en/koop/schinveld/huis-88806425-brunssummerstraat-26-a/
Singelstraat 15,woonhuis,4461 HZ,Goes,750000,367 ,160 ,3,/en/koop/goes/huis-88807629-singelstraat-15/
Doctor Mollerlaan 81,woonhuis,4702 JW,Roosendaal,525000,203 ,924 ,5,/en/koop/roosendaal/huis-88807717-doctor-mollerlaan-81/
Varseneresweg kavel 2,woonhuis,7731 RA,Ommen,838000,164 ,4450 ,6,/en/koop/ommen/huis-42443265-varseneresweg-kavel-2/
Nieuweweg 202,woonhuis,6301 EX,Valkenburg (LI),395000,176 ,645 ,6,/en/koop/valkenburg-li/huis-88807935-nieuweweg-202/
Jonkvrouw Geilstraat 6,woonhuis,4524 JN,Sluis,1250000,360 ,1390 ,1,/en/koop/sluis/huis-88919528-jonkvrouw-geilstraat-6/
Nijverdalsestraat 3,woonhuis,7642 AA,Wierden,0,243 ,270 ,7,/en/koop/wierden/huis-88910686-nijverdalsestraat-3/
Koningshoeven 63,woonhuis,5018 AA,Tilburg,1800000,680 ,5700 ,20,/en/koop/tilburg/huis-42557559-koningshoeven-63/
Scheldekade 44,woonhuis,4531 EH,Terneuzen,550000,191 ,156 ,7,/en/koop/terneuzen/huis-88914293-scheldekade-44/
Buurtweg 87,woonhuis,2244 AB,Wassenaar,7350000,660 ,2924 ,15,/en/koop/wassenaar/huis-42550394-buurtweg-87/
Paulsstraat,woonhuis,6011 NB,Ell,560000,160 ,615 ,5,/en/koop/ell/huis-42552433-paulsstraat/
Paulsstraat,woonhuis,6011 NB,Ell,555000,160 ,667 ,4,/en/koop/ell/huis-42552431-paulsstraat/
Observantenstraat 15,woonhuis,6001 AL,Weert,925000,284 ,513 ,6,/en/koop/weert/huis-42553665-observantenstraat-15/
Watermunt 15,woonhuis,5308 LS,Aalst,590000,110 ,252 ,8,/en/koop/aalst/huis-88917332-watermunt-15/
Herstraat 29,woonhuis,5961 GH,Horst,460000,190 ,378 ,13,/en/koop/horst/huis-88918167-herstraat-29/
Noordewierweg 37,woonhuis,3812 DB,Amersfoort,498000,103 ,113 ,3,/en/koop/amersfoort/huis-42566543-noordewierweg-37/
Overasebaan 22,woonhuis,4891 RG,Rijsbergen,1395000,297 ,21168 ,6,/en/koop/rijsbergen/huis-88920694-overasebaan-22/
de Kade 2,woonhuis,9881 PG,Kommerzijl,200000,179 ,545 ,7,/en/koop/kommerzijl/huis-42567530-de-kade-2/
Dorpsstraat 46,woonhuis,3881 BE,Putten,695000,189 ,785 ,5,/en/koop/putten/huis-42566250-dorpsstraat-46/
Kanaalpolderweg 8,woonhuis,4553 NJ,Philippine,0,319 ,11110 ,11,/en/koop/philippine/huis-42567822-kanaalpolderweg-8/
Oudestraat 95 97,woonhuis,7161 DV,Neede,249500,184 ,220 ,7,/en/koop/neede/huis-42568328-oudestraat-95-97/
Miedleane 8,woonhuis,9047 VM,Minnertsga,795000,210 ,6699 ,8,/en/koop/minnertsga/huis-88921216-miedleane-8/
Keetzijde 16 B,woonhuis,1135 VX,Edam,795000,203 ,170 ,6,/en/koop/edam/huis-42571466-keetzijde-16-b/
Dreefwoning (Bouwnr. 62),woonhuis,2265 CL,Leidschendam,1898850,317 ,570 ,6,/en/koop/leidschendam/huis-42572649-dreefwoning-bouwnr-62/
Platteweg 7,woonhuis,2811 HL,Reeuwijk,5550000,800 ,2502 ,9,/en/koop/reeuwijk/huis-40123384-platteweg-7/
Harderwijkerweg 23,woonhuis,6961 GH,Eerbeek,1350000,304 ,14842 ,6,/en/koop/eerbeek/huis-42572669-harderwijkerweg-23/
Hoofdweg 162,woonhuis,9695 AS,Bellingwolde,599000,575 ,1520 ,15,/en/koop/bellingwolde/huis-42571226-hoofdweg-162/
Dorpsstraat 102,woonhuis,4451 AC,Heinkenszand,1575000,181 ,29795 ,7,/en/koop/heinkenszand/huis-88936760-dorpsstraat-102/
Nieuwe Bloksedijk 13,woonhuis,3256 LJ,Achthuizen,2375000,247 ,25665 ,8,/en/koop/achthuizen/huis-88938837-nieuwe-bloksedijk-13/
Oude Prinsenweg 18,woonhuis,3881 PJ,Putten,995000,226 ,2350 ,8,/en/koop/putten/huis-42574191-oude-prinsenweg-18/
Kastanjelaan 119,woonhuis,4902 RL,Oosterhout (NB),289000,87 ,172 ,4,/en/koop/oosterhout-nb/huis-42574196-kastanjelaan-119/
Brieversweg 19,woonhuis,4529 JE,Eede,699000,170 ,27541 ,5,/en/koop/eede/huis-42587851-brieversweg-19/
Dortherdijk 16,woonhuis,7211 LR,Eefde,3500000,372 ,58947 ,9,/en/koop/eefde/huis-42580932-dortherdijk-16/
Oostendesedijk 9,woonhuis,3255 LM,Oude-Tonge,3495000,460 ,122524 ,6,/en/koop/oude-tonge/huis-88946611-oostendesedijk-9/
Hessenweg 46,woonhuis,6718 TD,Ede,945000,210 ,1850 ,9,/en/koop/ede/huis-42583618-hessenweg-46/
Hoekwoning (Bouwnr. 107),woonhuis,4588 RB,Walsoorden,459800,122 ,,4,/en/koop/walsoorden/huis-88947209-hoekwoning-bouwnr-107/
Tussenwoning (Bouwnr. 102),woonhuis,4588 RB,Walsoorden,361790,108 ,,4,/en/koop/walsoorden/huis-88947196-tussenwoning-bouwnr-102/
2-onder-1-kapwoning (Bouwnr. 118),woonhuis,4588 RB,Walsoorden,526350,118 ,,5,/en/koop/walsoorden/huis-88947194-2-onder-1-kapwoning-bouwnr-118/
Vrijstaande woning (Bouwnr. 123),woonhuis,4588 RB,Walsoorden,724790,144 ,,6,/en/koop/walsoorden/huis-88947389-vrijstaande-woning-bouwnr-123/
Vaartweg 36,woonhuis,4731 RA,Oudenbosch,1375000,422 ,11605 ,10,/en/koop/oudenbosch/huis-42583498-vaartweg-36/
Prins Bernhardstraat 3,woonhuis,5802 BL,Venray,725000,187 ,438 ,3,/en/koop/venray/huis-42584783-prins-bernhardstraat-3/
Prins Bernhardstraat 1,woonhuis,5802 BL,Venray,725000,187 ,415 ,3,/en/koop/venray/huis-42584771-prins-bernhardstraat-1/
DE TUINEN VAN WITTOUCK,woonhuis,4612 Bergen,op Zoom,0,160 ,,1,/en/koop/bergen-op-zoom/huis-42584785-de-tuinen-van-wittouck/
Julianalaan 8,woonhuis,3743 JG,Baarn,2500000,543 ,3700 ,13,/en/koop/baarn/huis-42584266-julianalaan-8/
Scholtenskanaal OZ 30,woonhuis,7889,Klazienaveen-Noord,799000,200 ,4600 ,7,/en/koop/klazienaveen-noord/huis-42584946-scholtenskanaal-oz-30/
Middelvaartsesteeg 3,woonhuis,4285 WX,Woudrichem,1345000,431 ,2215 ,4,/en/koop/woudrichem/huis-42595955-middelvaartsesteeg-3/
Bouwtype C (Bouwnr. 3),woonhuis,6211 AX,Maastricht,800000,155 ,,6,/en/koop/maastricht/huis-42595390-bouwtype-c-bouwnr-3/
Patersweg 2,woonhuis,5951 NC,Belfeld,775000,250 ,1700 ,5,/en/koop/belfeld/huis-88950073-patersweg-2/
Krammer 82 .,woonhuis,3232 HE,Brielle,449000,160 ,178 ,7,/en/koop/brielle/huis-42596725-krammer-82/
Parallelstraat 88,woonhuis,6436 BS,Amstenrade,549000,180 ,355 ,8,/en/koop/amstenrade/huis-42596832-parallelstraat-88/
Parallelstraat II,woonhuis,6436 BS,Amstenrade,549000,180 ,416 ,8,/en/koop/amstenrade/huis-42596845-parallelstraat-ii/
Kloosterstraat 69,woonhuis,5971 BC,Grubbenvorst,365000,175 ,445 ,6,/en/koop/grubbenvorst/huis-42596085-kloosterstraat-69/
Veendijk 9,woonhuis,5754 RG,Deurne,1300000,407 ,36980 ,7,/en/koop/deurne/huis-42598664-veendijk-9/
Raadhuisstraat 31 -33,woonhuis,3214 AP,Zuidland,1950000,682 ,3832 ,15,/en/koop/zuidland/huis-42590463-raadhuisstraat-31-33/
Langeweg 153,woonhuis,3245 KG,Sommelsdijk,950000,408 ,7940 ,10,/en/koop/sommelsdijk/huis-88954165-langeweg-153/
Raadhuisstraat 12,woonhuis,5241 BL,Rosmalen,795000,212 ,610 ,5,/en/koop/rosmalen/huis-88954352-raadhuisstraat-12/
de Hoef Oostzijde 7,woonhuis,1426 AD,de Hoef,1595000,250 ,2285 ,8,/en/koop/de-hoef/huis-42501739-de-hoef-oostzijde-7/
Avondsterweg 7 9,woonhuis,8938 AK,Leeuwarden,1850000,147 ,17154 ,6,/en/koop/leeuwarden/huis-88965729-avondsterweg-7-9/
Lijsterlaan 6,woonhuis,5683 RG,Best,2100000,428 ,5460 ,8,/en/koop/best/huis-42502400-lijsterlaan-6/
Ludemaborg 49,woonhuis,9722 WG,Groningen,575000,162 ,279 ,5,/en/koop/groningen/huis-88968564-ludemaborg-49/
Prins Hendrikstraat 145,woonhuis,2405 AJ,Alphen aan den Rijn,545000,195 ,168 ,4,/en/koop/alphen-aan-den-rijn/huis-88968685-prins-hendrikstraat-145/
Hoenderstraat 6,woonhuis,5437 AC,Beers,690000,224 ,2900 ,10,/en/koop/beers/huis-42504379-hoenderstraat-6/
Burgemeester van der Klokkenlaan 65 A,woonhuis,5141 EG,Waalwijk,0,143 ,408 ,10,/en/koop/waalwijk/huis-42516107-burgemeester-van-der-klokkenlaan-65-a/
Peperstraat 28,woonhuis,1794 AL,Oosterend (NH),0,169 ,211 ,6,/en/koop/oosterend-nh/huis-88970301-peperstraat-28/
Jacobastraat 26,woonhuis,4493 BT,Kamperland,695000,245 ,567 ,7,/en/koop/kamperland/huis-42504989-jacobastraat-26/
Rapenburg 93,woonhuis,4581 AC,Vogelwaarde,889000,280 ,5660 ,8,/en/koop/vogelwaarde/huis-88972339-rapenburg-93/
Groenendijk 7,woonhuis,4587 CR,Kloosterzande,435000,240 ,443 ,9,/en/koop/kloosterzande/huis-88972772-groenendijk-7/
De Strikel 20,woonhuis,8494 PV,Nes (Gem. Heerenveen),898000,207 ,646 ,5,/en/koop/nes-gem-heerenveen/huis-42517371-de-strikel-20/
Rijpersweg 71 B,woonhuis,4751 AR,Oud Gastel,1375000,383 ,2111 ,10,/en/koop/oud-gastel/huis-42517710-rijpersweg-71-b/
Hoofdkade 105,woonhuis,9503 HE,Stadskanaal,195000,210 ,665 ,7,/en/koop/stadskanaal/huis-42519635-hoofdkade-105/
Land van Esseweg 2 A,woonhuis,3291 LJ,Strijen,1595000,312 ,4990 ,8,/en/koop/strijen/huis-42517576-land-van-esseweg-2-a/
Joerelaan 1 14,woonhuis,9261 XD,Eastermar,0,119 ,1965 ,5,/en/koop/eastermar/huis-88973371-joerelaan-1-14/
Kerkstraat 17,woonhuis,4285 BA,Woudrichem,440000,146 ,102 ,6,/en/koop/woudrichem/huis-88974176-kerkstraat-17/
Haldijk 6,woonhuis,5113 BW,Ulicoten,1200000,282 ,7145 ,7,/en/koop/ulicoten/huis-88974731-haldijk-6/
Brinklaan 29 D,woonhuis,1404 EP,Bussum,675000,134 ,,5,/en/koop/bussum/huis-42511084-brinklaan-29-d/
Molenstraat 25 F,woonhuis,2513 BH,Den Haag,839500,135 ,31 ,5,/en/koop/den-haag/huis-42512650-molenstraat-25-f/
Beneden Oostdijk 8,woonhuis,3258 AB,Den Bommel,400000,143 ,148 ,6,/en/koop/den-bommel/huis-88977543-beneden-oostdijk-8/
Hoge Larenseweg 10,woonhuis,1221 AR,Hilversum,350000,137 ,152 ,6,/en/koop/hilversum/huis-42514785-hoge-larenseweg-10/
Flevolaan 10,woonhuis,3752 DA,Bunschoten-Spakenburg,775000,177 ,450 ,4,/en/koop/bunschoten-spakenburg/huis-88989872-flevolaan-10/
Hunselerdijk 3 a - 5,woonhuis,6037 NK,Kelpen-Oler,695000,140 ,4538 ,5,/en/koop/kelpen-oler/huis-42526402-hunselerdijk-3-a-5/
Hoofdkade 82,woonhuis,9561 JK,Ter Apel,250000,138 ,768 ,7,/en/koop/ter-apel/huis-42526533-hoofdkade-82/
Middelie 41 A & B,woonhuis,1472 GR,Middelie,1750000,280 ,83810 ,8,/en/koop/middelie/huis-42526753-middelie-41-a-en-b/
Koninginneweg 2,woonhuis,2243 HB,Wassenaar,2185000,270 ,1359 ,8,/en/koop/wassenaar/huis-42527530-koninginneweg-2/
E1 (Bouwnr. 25),woonhuis,2986 GK,Ridderkerk,434500,132 ,,5,/en/koop/ridderkerk/huis-42522983-e1-bouwnr-25/
Meerzijde 8,woonhuis,1131 ZX,Volendam,395000,135 ,120 ,3,/en/koop/volendam/huis-42522905-meerzijde-8/
Vogelenzangseweg 11,woonhuis,2111 HP,Aerdenhout,2999000,220 ,3607 ,9,/en/koop/aerdenhout/huis-42521548-vogelenzangseweg-11/
Doetinchemseweg 46,woonhuis,7007 CC,Doetinchem,375000,181 ,1146 ,6,/en/koop/doetinchem/huis-88988251-doetinchemseweg-46/
Molenstraat 125 abc,woonhuis,7321 BD,Apeldoorn,749000,289 ,362 ,9,/en/koop/apeldoorn/huis-42523229-molenstraat-125-abc/
Noordercolonie 34,woonhuis,9663 TV,Nieuwe Pekela,625000,279 ,7055 ,8,/en/koop/nieuwe-pekela/huis-42520355-noordercolonie-34/
Haven Zuidzijde 19,woonhuis,9679 TD,Scheemda,650000,160 ,2960 ,9,/en/koop/scheemda/huis-42523896-haven-zuidzijde-19/
Brinkweg 2,woonhuis,9321 HP,Peize,725000,121 ,5000 ,4,/en/koop/peize/huis-88988604-brinkweg-2/
Sint Jansstraat 8,woonhuis,7741 HB,Coevorden,217500,105 ,265 ,5,/en/koop/coevorden/huis-42524217-sint-jansstraat-8/
De Meander Buurt 4 - tweekapper,woonhuis,4616 Bergen,op Zoom,470000,145 ,,6,/en/koop/bergen-op-zoom/huis-88999231-de-meander-buurt-4-tweekapper/
Griftdijk 4,woonhuis,3953 ML,Maarsbergen,1800000,475 ,20945 ,15,/en/koop/maarsbergen/huis-42535279-griftdijk-4/
Fase 3 Kadewoningen (Bouwnr. 26),woonhuis,4463 LB,Goes,579910,142 ,146 ,6,/en/koop/goes/huis-42537309-fase-3-kadewoningen-bouwnr-26/
Derde Hambaken 79,woonhuis,5231 SG,Den Bosch,385000,157 ,110 ,6,/en/koop/den-bosch/huis-42539149-derde-hambaken-79/
Lenculenstraat 1,woonhuis,6211 KP,Maastricht,800000,103 ,35 ,5,/en/koop/maastricht/huis-42539241-lenculenstraat-1/
Molenstraat 124,woonhuis,5988 NT,Helden,2195000,160 ,24633 ,8,/en/koop/helden/huis-42539995-molenstraat-124/
Herenweg 1,woonhuis,3645 DE,Vinkeveen,0,210 ,803 ,8,/en/koop/vinkeveen/huis-88994348-herenweg-1/
Amerikaweg 5,woonhuis,7361 EA,Beekbergen,1795000,235 ,17820 ,8,/en/koop/beekbergen/huis-42530013-amerikaweg-5/
Kloosterweg 12,woonhuis,4317 NH,Noordgouwe,699000,245 ,885 ,7,/en/koop/noordgouwe/huis-88994470-kloosterweg-12/
Klappeijstraat 59 59A 61,woonhuis,4901 HD,Oosterhout (NB),399500,80 ,275 ,4,/en/koop/oosterhout-nb/huis-42530050-klappeijstraat-59-59a-61/
Broekstraat 2,woonhuis,7122 LC,Aalten,799000,192 ,2090 ,6,/en/koop/aalten/huis-42530780-broekstraat-2/
Oost Kinderdijk 191,woonhuis,2953 CL,Alblasserdam,1385000,321 ,7000 ,9,/en/koop/alblasserdam/huis-88995559-oost-kinderdijk-191/
Julianaweg 123,woonhuis,1131 DH,Volendam,435000,160 ,133 ,5,/en/koop/volendam/huis-42531389-julianaweg-123/
Engelsstraat 135,woonhuis,7671 BS,Vriezenveen,695000,315 ,997 ,9,/en/koop/vriezenveen/huis-88996924-engelsstraat-135/
Otterschelp 1,woonhuis,2681 DL,Monster,1800000,250 ,969 ,6,/en/koop/monster/huis-42533851-otterschelp-1/
Spaarnwouderstraat 38 -40,woonhuis,2011 AD,Haarlem,3500000,1254 ,856 ,1,/en/koop/haarlem/huis-42533153-spaarnwouderstraat-38-40/
Magdalenehof 7,woonhuis,4524 BN,Sluis,285000,80 ,138 ,3,/en/koop/sluis/huis-88997892-magdalenehof-7/
Zelhemseweg 34,woonhuis,7255 PT,Hengelo (GE),449000,157 ,792 ,7,/en/koop/hengelo-ge/huis-42534062-zelhemseweg-34/
Esp 6,woonhuis,5633 BH,Eindhoven,795000,95 ,7460 ,4,/en/koop/eindhoven/huis-42545222-esp-6/
Rozenpad 1,woonhuis,2317 GJ,Leiden,1679000,333 ,920 ,13,/en/koop/leiden/huis-88900449-rozenpad-1/
Helleneind 10 10B,woonhuis,5531 BV,Bladel,945000,154 ,2008 ,4,/en/koop/bladel/huis-42546523-helleneind-10-10b/
Weststraat 52,woonhuis,4527 BT,Aardenburg,204950,141 ,280 ,5,/en/koop/aardenburg/huis-88900536-weststraat-52/
Parkstraat 1,woonhuis,4818 SJ,Breda,925000,194 ,167 ,7,/en/koop/breda/huis-42546304-parkstraat-1/
Frans Halsstraat 25,woonhuis,3202 TE,Spijkenisse,299500,99 ,151 ,5,/en/koop/spijkenisse/huis-88903972-frans-halsstraat-25/
Drienerbrakenweg 50,woonhuis,7522 PD,Enschede,2250000,276 ,23905 ,5,/en/koop/enschede/huis-42546997-drienerbrakenweg-50/
Nijverheidsweg 14,woonhuis,6651 KS,Druten,750000,146 ,1970 ,4,/en/koop/druten/huis-42540938-nijverheidsweg-14/
De Havenmeester - Gezinswoningen (Bouwnr. 9),woonhuis,6982 AE,Doesburg,542915,176 ,181 ,5,/en/koop/doesburg/huis-42541236-de-havenmeester-gezinswoningen-bouwnr-9/
Hendrik Westerstraat 1,woonhuis,9665 AL,Oude Pekela,745000,190 ,1870 ,7,/en/koop/oude-pekela/huis-42543692-hendrik-westerstraat-1/
de Garde 1,woonhuis,7021 ND,Zelhem,475000,114 ,563 ,4,/en/koop/zelhem/huis-42543977-de-garde-1/
Kornputsingel 46,woonhuis,8331 JV,Steenwijk,399000,123 ,122 ,6,/en/koop/steenwijk/huis-42544420-kornputsingel-46/
Kerkstraat 27 + 27a,woonhuis,5154 AM,Elshout,3150000,559 ,5230 ,21,/en/koop/elshout/huis-42540802-kerkstraat-27-27a/
Prins Willemstraat 24 +26+A,woonhuis,2584 HV,Den Haag,945000,271 ,120 ,8,/en/koop/den-haag/huis-42543946-prins-willemstraat-24-26-a/
Pastoor Berdenstraat 18,woonhuis,5851 AN,Afferden (LI),239500,96 ,117 ,5,/en/koop/afferden-li/huis-42655769-pastoor-berdenstraat-18/
Oude Moerstraatsebaan 54 -56,woonhuis,4614 RR,Bergen op Zoom,745000,330 ,1318 ,4,/en/koop/bergen-op-zoom/huis-88010030-oude-moerstraatsebaan-54-56/
Zesstedenweg 46,woonhuis,1613 KA,Grootebroek,550000,158 ,609 ,8,/en/koop/grootebroek/huis-88010084-zesstedenweg-46/
Texelaar (Bouwnr. 2),woonhuis,9613 DH,Meerstad,578650,121 ,179 ,3,/en/koop/meerstad/huis-88010151-texelaar-bouwnr-2/
Keizerskroon 183,woonhuis,8935 LP,Leeuwarden,300000,135 ,227 ,5,/en/koop/leeuwarden/huis-42657727-keizerskroon-183/
Brieversstraat 17,woonhuis,4529 GW,Eede,489000,199 ,1749 ,7,/en/koop/eede/huis-88013229-brieversstraat-17/
Het Verborgen Geheim (Bouwnr. 2018),woonhuis,3089 PX,Rotterdam,498255,138 ,,6,/en/koop/rotterdam/huis-42658993-het-verborgen-geheim-bouwnr-2018/
Ringovenstraat,woonhuis,5951,Belfeld,415000,169 ,285 ,3,/en/koop/belfeld/huis-88013927-ringovenstraat/
Rijksstraatweg 258,woonhuis,3223 KE,Hellevoetsluis,279950,80 ,438 ,4,/en/koop/hellevoetsluis/huis-88014677-rijksstraatweg-258/
Herendijk 4,woonhuis,7833 JA,Nieuw-Amsterdam,675000,376 ,1519 ,12,/en/koop/nieuw-amsterdam/huis-42659119-herendijk-4/
